subcatchment_id,lat,lon
494.0,-38.07512527938964,145.19841956750653
495.0,-38.09133587080886,145.19552925278734
496.0,-38.103468234000644,145.17354073832024
497.0,-38.10626690784116,145.19987683153838
498.0,-38.10287649437157,145.18718734333876
499.0,-38.0543042208644,145.1908154258838
500.0,-38.118614897743896,145.19315457979516
501.0,-38.049881018557116,145.19190140391763
502.0,-38.078829626593446,145.19512178549988
503.0,-38.0841464769562,145.19658738657765
504.0,-38.08514786404021,145.20393509524519
505.0,-38.16219516665863,145.17629622706136
506.0,-38.148812953715144,145.21488330368788
507.0,-38.10465709440549,145.1828370360338
508.0,-38.09295424154605,145.20141975073273
509.0,-38.05235197861057,145.2039048486388
510.0,-38.180144476349206,145.19377902860407
511.0,-38.132162994786746,145.17637713204815
512.0,-38.06619308479283,145.17127280410818
513.0,-38.1408778543037,145.18098188037652
514.0,-38.17570146487404,145.19930217543333
515.0,-38.04613074923857,145.20199831239904
516.0,-38.17473351890078,145.18343588860952
517.0,-38.12410991950559,145.1777679249401
518.0,-38.135465082190656,145.1858031215553
519.0,-38.1319062557838,145.1908450066716
520.0,-38.06008981218842,145.17165569555596
521.0,-38.078561067615524,145.16259866571048
522.0,-38.05919659632277,145.1683112799084
523.0,-38.15665875828331,145.17477855154365
524.0,-38.164904265268035,145.13018797687727
525.0,-38.16260111017404,145.1335639452743
526.0,-38.166257389861414,145.13382674242516
,,
